9200907,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱｵｸｻﾏﾁ,石川県,金沢市,青草町,0,配達適用外地域,無し,,,,,,,,,,,,
9201322,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱｵﾀﾞﾆﾏﾁ,石川県,金沢市,相合谷町,0,配達適用外地域,無し,,,,,,,,,,,,
9200926,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱｶﾂｷﾏﾁ,石川県,金沢市,暁町,8,平和町,火金,,,,,,,,,,,,
9200353,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱｶﾂﾁﾏﾁ,石川県,金沢市,赤土町,5,金石,月木,,,,,,,,,,,,
9200111,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱｻｵｶﾏﾁ,石川県,金沢市,浅丘町,0,配達適用外地域,無し,,,,,,,,,,,,
9201132,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱｻｶﾔﾏﾁ,石川県,金沢市,朝加屋町,0,配達適用外地域,無し,,,,,,,,,,,,
9201145,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱｻｶﾜﾏﾁ,石川県,金沢市,浅川町,0,配達適用外地域,無し,,,,,,,,,,,,
9200841,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱｻﾉﾎﾝﾏﾁ,石川県,金沢市,浅野本町,0,配達適用外地域,無し,,,,,,,,,,,,
9200126,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱｻﾋﾏｷﾏﾁ,石川県,金沢市,朝日牧町,4,田上,火金,,,,,,,,,,,,
9200941,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱｻﾋﾏﾁ,石川県,金沢市,旭町,4,田上,火金,,,,,,,,,,,,
9201107,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱｽﾞｷｻﾞﾜﾏﾁ,石川県,金沢市,小豆沢町,0,配達適用外地域,無し,,,,,,,,,,,,
9200996,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱﾌﾞﾗｸﾞﾙﾏ,石川県,金沢市,油車,0,配達適用外地域,無し,,,,,,,,,,,,
9201331,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱﾏｲｹﾏﾁ,石川県,金沢市,天池町,0,配達適用外地域,無し,,,,,,,,,,,,
9203124,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱﾗﾔ,石川県,金沢市,荒屋,0,配達適用外地域,無し,,,,,,,,,,,,
9203125,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱﾗﾔﾏﾁ,石川県,金沢市,荒屋町,0,配達適用外地域,無し,,,,,,,,,,,,
9201101,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱﾗﾔﾏﾏﾁ,石川県,金沢市,荒山町,0,配達適用外地域,無し,,,,,,,,,,,,
9218161,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱﾘﾏﾂ,石川県,金沢市,有松,6,弥生,火金,,,,,,,,,,,,
9200226,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱﾜｶﾞｻｷﾏﾁ,石川県,金沢市,粟崎町,7,諸江,月木,,,,,,,,,,,,
9200227,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｱﾜｶﾞｻｷﾊﾏﾏﾁ,石川県,金沢市,粟崎浜町,7,諸江,月木,,,,,,,,,,,,
9200983,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｹﾀﾞﾏﾁ1ﾊﾞﾝﾁｮｳ,石川県,金沢市,池田町一番丁,8,平和町,火金,,,,,,,,,,,,
9200984,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｹﾀﾞﾏﾁ2ﾊﾞﾝﾁｮｳ,石川県,金沢市,池田町二番丁,8,平和町,火金,,,,,,,,,,,,
9200985,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｹﾀﾞﾏﾁ3ﾊﾞﾝﾁｮｳ,石川県,金沢市,池田町三番丁,8,平和町,火金,,,,,,,,,,,,
9200986,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｹﾀﾞﾏﾁ4ﾊﾞﾝﾁｮｳ,石川県,金沢市,池田町四番丁,8,平和町,火金,,,,,,,,,,,,
9200987,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｹﾀﾞﾏﾁﾀﾃﾁｮｳ,石川県,金沢市,池田町立丁,8,平和町,火金,,,,,,,,,,,,
9201115,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｼｸﾞﾛﾏﾁ,石川県,金沢市,石黒町,0,配達適用外地域,無し,,,,,,,,,,,,
9200935,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｼﾋﾞｷ,石川県,金沢市,石引,8,平和町,火金,,,,,,,,,,,,
9218041,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｽﾞﾐ,石川県,金沢市,泉,8,平和町,火金,,,,,,,,,,,,
9218035,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｽﾞﾐｶﾞｵｶ,石川県,金沢市,泉が丘,8,平和町,火金,,,,,,,,,,,,
9218116,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｽﾞﾐﾉﾃﾞﾏﾁ,石川県,金沢市,泉野出町,8,平和町,火金,,,,,,,,,,,,
9218034,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｽﾞﾐﾉﾏﾁ,石川県,金沢市,泉野町,6,弥生,火金,,,,,,,,,,,,
9218042,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｽﾞﾐﾎﾝﾏﾁ,石川県,金沢市,泉本町,6,弥生,火金,,,,,,,,,,,,
9200056,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｽﾞﾓﾏﾁ,石川県,金沢市,出雲町,3,戸板,月木,,,,,,,,,,,,
9200012,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲｿﾍﾞﾏﾁ,石川県,金沢市,磯部町,7,諸江,月木,,,,,,,,,,,,
9201116,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲﾀｶﾞﾔﾏﾁ,石川県,金沢市,板ケ谷町,0,配達適用外地域,無し,,,,,,,,,,,,
9200145,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲﾁﾉｾﾏﾁ,石川県,金沢市,市瀬町,0,配達適用外地域,無し,,,,,,,,,,,,
9218014,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲﾄﾀﾞ,石川県,金沢市,糸田,6,弥生,火金,,,,,,,,,,,,
9218026,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲﾄﾀﾞｼﾝﾏﾁ,石川県,金沢市,糸田新町,6,弥生,火金,,,,,,,,,,,,
9200378,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲﾅﾎ,石川県,金沢市,いなほ,51,松任,水土,,,,,,,,,,,,
9200994,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲﾊﾞﾗｷﾞﾁｮｳ,石川県,金沢市,茨木町,0,配達適用外地域,無し,,,,,,,,,,,,
9200125,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲﾏｲｽﾞﾐﾏﾁ,石川県,金沢市,今泉町,0,配達適用外地域,無し,,,,,,,,,,,,
9200008,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲﾏｼｮｳﾏﾁ,石川県,金沢市,今昭町,0,配達適用外地域,無し,,,,,,,,,,,,
9200106,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲﾏﾏﾁ,石川県,金沢市,今町,0,配達適用外地域,無し,,,,,,,,,,,,
9218011,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲﾘｴ,石川県,金沢市,入江,6,弥生,火金,,,,,,,,,,,,
9200171,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｲﾜﾃﾞﾏﾁ,石川県,金沢市,岩出町,0,配達適用外地域,無し,,,,,,,,,,,,
9200943,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳｴﾉﾎﾝﾏﾁ,石川県,金沢市,上野本町,0,配達適用外地域,無し,,,,,,,,,,,,
9201113,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳｴﾔﾏﾏﾁ,石川県,金沢市,上山町,0,配達適用外地域,無し,,,,,,,,,,,,
9201111,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳｵｶﾞｴﾘﾏﾁ,石川県,金沢市,魚帰町,0,配達適用外地域,無し,,,,,,,,,,,,
9200837,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳｸﾞｲｽﾏﾁ,石川県,金沢市,鶯町,0,配達適用外地域,無し,,,,,,,,,,,,
9200832,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳﾀﾂﾏﾁ,石川県,金沢市,卯辰町,0,配達適用外地域,無し,,,,,,,,,,,,
9201149,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳﾁｵﾏﾁ,石川県,金沢市,打尾町,0,配達適用外地域,無し,,,,,,,,,,,,
9200377,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳﾂｷﾞﾏﾁ,石川県,金沢市,打木町,5,金石,月木,,,,,,,,,,,,
9200343,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳﾈﾀﾞﾅｶ,石川県,金沢市,畝田中,5,金石,月木,,,,,,,,,,,,
9200342,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳﾈﾀﾞﾏﾁ,石川県,金沢市,畝田町,3,戸板,月木,,,,,,,,,,,,
9200344,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳﾈﾀﾞﾋｶﾞｼ,石川県,金沢市,畝田東,3,戸板,月木,,,,,,,,,,,,
9200342,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳﾈﾀﾞﾆｼ,石川県,金沢市,畝田西,3,戸板,月木,,,,,,,,,,,,
9203111,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳﾒﾀﾞﾏﾁ,石川県,金沢市,梅田町,0,配達適用外地域,無し,,,,,,,,,,,,
9200971,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳﾛｺﾏﾁ,石川県,金沢市,鱗町,8,平和町,火金,,,,,,,,,,,,
9200122,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｳﾜﾀﾞｲﾗﾏﾁ,石川県,金沢市,上平町,0,配達適用外地域,無し,,,,,,,,,,,,
9201301,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｴｲｱﾝﾁｮｳ,石川県,金沢市,永安町,4,田上,火金,,,,,,,,,,,,
9200027,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｴｷﾆｼｼﾝﾏﾁ,石川県,金沢市,駅西新町,3,戸板,月木,,,,,,,,,,,,
9200025,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｴｷﾆｼﾎﾝﾏﾁ,石川県,金沢市,駅西本町,3,戸板,月木,,,,,,,,,,,,
9200973,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｴﾀﾞﾏﾁ,石川県,金沢市,枝町,8,平和町,火金,,,,,,,,,,,,
9200112,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｴﾉｷｵﾏﾁ,石川県,金沢市,榎尾町,0,配達適用外地域,無し,,,,,,,,,,,,
9218173,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｴﾝｺｳｼﾞ,石川県,金沢市,円光寺,1,額,月木,,,,,,,,,,,,
9218176,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｴﾝｺｳｼﾞﾎﾝﾏﾁ,石川県,金沢市,円光寺本町,1,額,月木,,,,,,,,,,,,
9200162,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｲｹﾏﾁ,石川県,金沢市,小池町,0,配達適用外地域,無し,,,,,,,,,,,,
9200927,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｳｷﾞﾏﾁ,石川県,金沢市,扇町,0,配達適用外地域,無し,,,,,,,,,,,,
9200205,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵｳﾗﾏﾁ,石川県,金沢市,大浦町,0,配達適用外地域,無し,,,,,,,,,,,,
9218045,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵｸﾜ,石川県,金沢市,大桑,4,田上,火金,,,,,,,,,,,,
9200945,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵｸﾜｼﾝﾏﾁ,石川県,金沢市,大桑新町,4,田上,火金,,,,,,,,,,,,
9218046,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵｸﾜﾏﾁ(ｱ､ｲ､ｲ､ｳ､ｳｴﾉ､ｵ､ｵｵﾂ､ｶﾈﾂｷﾔﾏ､ｶﾐｶﾜﾗ､ｶﾐﾈｺｼﾀ､,石川県,金沢市,大桑町（ア、イ、ヰ、ウ、上野、ヲ、オ乙、鐘搗山、上川原、上猫下、,8,平和町,火金,,,,,,,,,,,,
9218046,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｸ､ｹ､ｺﾞｼｮｶﾞﾀﾞﾆ､ｺﾃﾞﾗﾔﾏ､ｼ､ｼﾓｳｴﾉ､ｼﾓﾆｼｶﾞｹ､ﾀﾞｲﾗ､ﾁ､ﾂｵﾂ､ﾂﾍｲ､ﾃ､ﾄ､,石川県,金沢市,ク、ケ、御所谷、小寺山、シ、下上野、下西欠、平、チ、ツ乙、ツ丙、テ、ト、,0,配達適用外地域,無し,,,,,,,,,,,,
9218046,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ﾅｶｳｴﾉ､ﾅｶｵﾔﾏ､ﾅｶﾀﾞｲﾗ､ﾅｶﾉｵｵﾋﾗ､ﾆｼﾉﾔﾏ､ﾈｺﾉｼﾀｲ､ﾉ､ﾊ､ﾋﾗｷ､,石川県,金沢市,中上野、中尾山、中平、中ノ大平、西ノ山、猫シタイ、ノ、ハ、開、,0,配達適用外地域,無し,,,,,,,,,,,,
9218046,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ﾎｳｼﾔﾏ､ﾎﾞｳﾔﾏ､ﾏ､ﾏｽｶﾜﾌﾞﾁ､ﾑ､ﾓﾄｽｴ､ﾓﾄﾜｸﾅﾐｺｳ､ﾔ､ﾘ､ﾙ､ﾚｵﾂ､,石川県,金沢市,法師山、坊山、マ、鱒川淵、ム、元末、元涌波庚、ヤ、リ、ル、レ乙、,0,配達適用外地域,無し,,,,,,,,,,,,
9218046,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ﾚｺｳ､ﾛｵﾂ､ﾛｺｳ､ﾜ),石川県,金沢市,レ甲、ロ乙、ロ甲、和）,0,配達適用外地域,無し,,,,,,,,,,,,
9200946,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵｸﾜﾏﾁ(ｶ､ｺ､ｻｵﾂ､ｻｺｳ､ｿ､ﾀ､ﾂｺｳ､ﾅ､ﾒ､ﾕ､ﾖ､,石川県,金沢市,大桑町（カ、コ、サ乙、サ甲、ソ、タ、ツ甲、ナ、メ、ユ、ヨ、,8,平和町,火金,,,,,,,,,,,,
9200946,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ﾗ､ﾜ､ｱﾅｶﾞｹ､ｱﾅﾌﾞﾁｶﾞｹ､ﾈ､ｺｳ､ﾖｼｼﾞﾏ､ｼﾓﾖｼｼﾞﾏｶﾞｹ),石川県,金沢市,ラ、ワ、穴欠、穴淵欠、子、庚、葭島、下葭島欠）,0,配達適用外地域,無し,,,,,,,,,,,,
9200912,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵﾃﾏﾁ,石川県,金沢市,大手町,0,配達適用外地域,無し,,,,,,,,,,,,
9208205,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵﾄﾓ,石川県,金沢市,大友,7,諸江,月木,,,,,,,,,,,,
9208222,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵﾄﾓﾏﾁ,石川県,金沢市,大友町,7,諸江,月木,,,,,,,,,,,,
9218147,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵﾇｶ,石川県,金沢市,大額,1,額,月木,,,,,,,,,,,,
9218143,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵﾇｶﾏﾁ,石川県,金沢市,大額町,1,額,月木,,,,,,,,,,,,
9200231,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵﾉﾏﾁ(ｿ､ﾀ､ﾇ､ﾖ､ﾚ),石川県,金沢市,大野町（ソ、タ、ヌ、ヨ、レ）,5,金石,月木,,,,,,,,,,,,
9200331,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵﾉﾏﾁ(ｿﾉﾀ),石川県,金沢市,大野町（その他）,5,金石,月木,,,,,,,,,,,,
9200225,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵﾉﾏﾁｼﾝﾏﾁ,石川県,金沢市,大野町新町,5,金石,月木,,,,,,,,,,,,
9203121,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵﾊﾞﾏﾁ,石川県,金沢市,大場町,0,配達適用外地域,無し,,,,,,,,,,,,
9200818,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵﾋﾏﾁ,石川県,金沢市,大樋町,0,配達適用外地域,無し,,,,,,,,,,,,
9201335,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｵﾋﾗｿｳﾏﾁ,石川県,金沢市,大平沢町,0,配達適用外地域,無し,,,,,,,,,,,,
9200013,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｷﾏﾁ,石川県,金沢市,沖町,0,配達適用外地域,無し,,,,,,,,,,,,
9201101,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｸｼﾝﾎﾞﾏﾁ,石川県,金沢市,奥新保町,0,配達適用外地域,無し,,,,,,,,,,,,
9200213,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｺﾊﾞﾀﾏﾁ,石川県,金沢市,大河端町,7,諸江,月木,,,,,,,,,,,,
9218056,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｼﾉ,石川県,金沢市,押野,6,弥生,火金,,,,,,,,,,,,
9201324,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵｼﾊﾗﾏﾁ,石川県,金沢市,鴛原町,0,配達適用外地域,無し,,,,,,,,,,,,
9200807,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵﾄﾏﾙﾏﾁ,石川県,金沢市,乙丸町,0,配達適用外地域,無し,,,,,,,,,,,,
9201343,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵﾊﾗﾏﾁ,石川県,金沢市,小原町,0,配達適用外地域,無し,,,,,,,,,,,,
9201111,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵﾋﾞｼｹﾏﾁ,石川県,金沢市,大菱池町,0,配達適用外地域,無し,,,,,,,,,,,,
9200918,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵﾔﾏﾏﾁ,石川県,金沢市,尾山町,0,配達適用外地域,無し,,,,,,,,,,,,
9201112,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵﾘﾀﾆﾏﾁ,石川県,金沢市,折谷町,0,配達適用外地域,無し,,,,,,,,,,,,
9200902,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｵﾜﾘﾁｮｳ,石川県,金沢市,尾張町,0,配達適用外地域,無し,,,,,,,,,,,,
9200114,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｶｶﾞｱｻﾋﾏﾁ,石川県,金沢市,加賀朝日町,0,配達適用外地域,無し,,,,,,,,,,,,
9200208,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｶｶﾞﾂﾒﾏﾁ,石川県,金沢市,蚊爪町,7,諸江,月木,,,,,,,,,,,,
9200999,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｶｷﾉｷﾊﾞﾀｹ,石川県,金沢市,柿木畠,8,平和町,火金,,,,,,,,,,,,
9201163,ｲｼｶﾜｹﾝ,ｶﾅｻﾞﾜｼ,ｶｸﾏｼﾝﾏﾁ,石川県,金沢市,角間新町,0,配達適用外地域,無し,,,,,,,,,,,,
